,주문자ID,17년1분기,17년2분기,17년3분기,17년4분기,18년1분기,18년2분기,18년3분기,18년4분기,19년1분기,19년2분기
4797,unsinged_1065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4798,unsinged_1066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4799,unsinged_1067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,unsinged_1068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4801,unsinged_107,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0
4802,unsinged_1070,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4803,unsinged_1071,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4804,unsinged_1072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4805,unsinged_1073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4806,unsinged_1075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4807,unsinged_1076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4808,unsinged_1077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4809,unsinged_1079,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4810,unsinged_108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
4811,unsinged_1080,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4812,unsinged_1081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4813,unsinged_1082,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4814,unsinged_1083,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4815,unsinged_1086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4816,unsinged_1087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4817,unsinged_1088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4818,unsinged_109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
4819,unsinged_1090,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4820,unsinged_1091,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,unsinged_1093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4822,unsinged_1094,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4823,unsinged_1096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4824,unsinged_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4825,unsinged_110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4826,unsinged_1103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4827,unsinged_1104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4828,unsinged_1105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4829,unsinged_1106,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830,unsinged_1108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4831,unsinged_1109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4832,unsinged_111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0
4833,unsinged_1111,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4834,unsinged_1112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4835,unsinged_1115,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4836,unsinged_1117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4837,unsinged_1119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4838,unsinged_112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
4839,unsinged_1120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4840,unsinged_1121,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4841,unsinged_1124,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4842,unsinged_1126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4843,unsinged_113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
4844,unsinged_1131,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4845,unsinged_1134,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4846,unsinged_1135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4847,unsinged_1136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4848,unsinged_1137,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4849,unsinged_1138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4850,unsinged_1139,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4851,unsinged_114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
4852,unsinged_1140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4853,unsinged_1141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4854,unsinged_1142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4855,unsinged_1143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4856,unsinged_1144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4857,unsinged_1145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4858,unsinged_1146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4859,unsinged_1147,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4860,unsinged_1148,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4861,unsinged_1149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4862,unsinged_115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4863,unsinged_1150,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4864,unsinged_1151,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4865,unsinged_1152,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4866,unsinged_1153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4867,unsinged_1154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4868,unsinged_1155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4869,unsinged_1156,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4870,unsinged_1157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4871,unsinged_1158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4872,unsinged_1159,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4873,unsinged_116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0
4874,unsinged_1160,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4875,unsinged_1161,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4876,unsinged_1162,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4877,unsinged_1163,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4878,unsinged_1164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4879,unsinged_1165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4880,unsinged_1166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4881,unsinged_1167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4882,unsinged_1168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4883,unsinged_1169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4884,unsinged_117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4885,unsinged_1170,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4886,unsinged_1171,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4887,unsinged_1172,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4888,unsinged_1173,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4889,unsinged_1174,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4890,unsinged_1175,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4891,unsinged_1176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4892,unsinged_1177,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4893,unsinged_1178,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4894,unsinged_1179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4895,unsinged_118,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0
4896,unsinged_1180,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4897,unsinged_1181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4898,unsinged_1182,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4899,unsinged_1183,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,unsinged_1184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4901,unsinged_1185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4902,unsinged_1186,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4903,unsinged_1187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4904,unsinged_1188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4905,unsinged_1189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4906,unsinged_119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
4907,unsinged_1190,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4908,unsinged_1191,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4909,unsinged_1192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4910,unsinged_1193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4911,unsinged_1194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4912,unsinged_1195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4913,unsinged_1196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4914,unsinged_1197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4915,unsinged_1198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4916,unsinged_1199,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4917,unsinged_12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0
4918,unsinged_120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
4919,unsinged_1200,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4920,unsinged_1201,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4921,unsinged_1202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4922,unsinged_1203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4923,unsinged_1204,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4924,unsinged_1205,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4925,unsinged_1206,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4926,unsinged_1207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4927,unsinged_1208,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4928,unsinged_1209,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4929,unsinged_121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
4930,unsinged_1210,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4931,unsinged_1211,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932,unsinged_1212,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933,unsinged_1213,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4934,unsinged_1214,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4935,unsinged_1215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4936,unsinged_1216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4937,unsinged_1217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4938,unsinged_1218,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4939,unsinged_1219,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4940,unsinged_122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0
4941,unsinged_1220,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4942,unsinged_1221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4943,unsinged_1222,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4944,unsinged_1223,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4945,unsinged_1224,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4946,unsinged_1225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4947,unsinged_1226,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4948,unsinged_1227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4949,unsinged_1228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4950,unsinged_1229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4951,unsinged_123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
4952,unsinged_1230,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4953,unsinged_1231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4954,unsinged_1232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4955,unsinged_1233,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4956,unsinged_1234,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4957,unsinged_1235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4958,unsinged_1236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4959,unsinged_1237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4960,unsinged_1238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4961,unsinged_1239,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4962,unsinged_124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4963,unsinged_1240,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4964,unsinged_1241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4965,unsinged_1242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4966,unsinged_1243,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4967,unsinged_1244,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4968,unsinged_1245,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4969,unsinged_1246,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4970,unsinged_1247,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4971,unsinged_1248,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4972,unsinged_1249,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4973,unsinged_125,0.0,0.0,0.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0
4974,unsinged_1250,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4975,unsinged_1251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4976,unsinged_1252,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4977,unsinged_1253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4978,unsinged_1254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4979,unsinged_1255,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4980,unsinged_1256,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4981,unsinged_1257,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4982,unsinged_1258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4983,unsinged_1259,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4984,unsinged_126,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
4985,unsinged_1260,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4986,unsinged_1261,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4987,unsinged_1262,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4988,unsinged_1263,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4989,unsinged_1264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4990,unsinged_1265,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,unsinged_1266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4992,unsinged_1267,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4993,unsinged_1268,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4994,unsinged_1269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4995,unsinged_127,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0
4996,unsinged_1270,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4997,unsinged_1271,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4998,unsinged_1272,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4999,unsinged_1273,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,unsinged_1274,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
5001,unsinged_1275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5002,unsinged_1276,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5003,unsinged_1277,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5004,unsinged_1278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5005,unsinged_1279,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5006,unsinged_128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5007,unsinged_1280,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,unsinged_1281,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5009,unsinged_1282,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5010,unsinged_1283,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5011,unsinged_1284,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5012,unsinged_1285,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5013,unsinged_1286,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5014,unsinged_1287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5015,unsinged_1288,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5016,unsinged_1289,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5017,unsinged_129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0
5018,unsinged_1290,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5019,unsinged_1291,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5020,unsinged_1292,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5021,unsinged_1293,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5022,unsinged_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5023,unsinged_130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
5024,unsinged_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5025,unsinged_132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5026,unsinged_133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
5027,unsinged_134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5028,unsinged_135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5029,unsinged_136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5030,unsinged_137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5031,unsinged_138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5032,unsinged_139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5033,unsinged_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
5034,unsinged_140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5035,unsinged_141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5036,unsinged_142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5037,unsinged_143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
5038,unsinged_144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5039,unsinged_145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
5040,unsinged_146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5041,unsinged_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5042,unsinged_148,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0
5043,unsinged_149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
5044,unsinged_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5045,unsinged_150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5046,unsinged_151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
5047,unsinged_152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5048,unsinged_153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
5049,unsinged_154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5050,unsinged_155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5051,unsinged_156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
5052,unsinged_157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5053,unsinged_158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5054,unsinged_159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5055,unsinged_16,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,4.0,4.0
5056,unsinged_160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5057,unsinged_161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5058,unsinged_162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
5059,unsinged_163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5060,unsinged_164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5061,unsinged_165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5062,unsinged_166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5063,unsinged_167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5064,unsinged_168,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0
5065,unsinged_169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
5066,unsinged_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5067,unsinged_170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5068,unsinged_171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5069,unsinged_172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5070,unsinged_173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
