주문자ID,17년1분기,17년2분기,17년3분기,17년4분기,18년1분기,18년2분기,18년3분기,18년4분기,19년1분기,19년2분기
unsinged_1267,0.0,0.0,0.0,73970.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1268,0.0,0.0,0.0,147400.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1269,0.0,0.0,0.0,53900.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_127,0.0,0.0,0.0,0.0,0.0,0.0,107900.0,0.0,132500.0,98600.0
unsinged_1270,0.0,0.0,0.0,91350.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1271,0.0,0.0,0.0,56980.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1272,0.0,0.0,0.0,81620.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1273,0.0,0.0,0.0,81400.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1274,0.0,0.0,0.0,362040.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1275,0.0,0.0,0.0,30060.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1276,0.0,0.0,0.0,91350.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1277,0.0,0.0,0.0,104000.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1278,0.0,0.0,0.0,27110.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1279,0.0,0.0,0.0,91350.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113520.0,0.0
unsinged_1280,0.0,0.0,0.0,40200.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1281,0.0,0.0,0.0,187600.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1282,0.0,0.0,0.0,91350.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1283,0.0,0.0,0.0,104000.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1284,0.0,0.0,0.0,93000.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1285,0.0,0.0,0.0,93000.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1286,0.0,0.0,0.0,124400.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1287,0.0,0.0,0.0,27110.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1288,0.0,0.0,0.0,96850.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1289,0.0,0.0,0.0,86240.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_129,0.0,0.0,0.0,0.0,0.0,0.0,61970.0,292050.0,315620.0,298200.0
unsinged_1290,0.0,0.0,0.0,86240.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1291,0.0,0.0,0.0,96850.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1292,0.0,0.0,0.0,104000.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_1293,0.0,0.0,0.0,130950.0,0.0,0.0,0.0,0.0,0.0,0.0
unsinged_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198000.0,0.0
unsinged_130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263340.0,131670.0,0.0
unsinged_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116000.0,0.0
unsinged_132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54340.0,0.0
unsinged_133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123100.0,71500.0,0.0
unsinged_134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160470.0,0.0
unsinged_135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74910.0,0.0
unsinged_136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70620.0,0.0
unsinged_137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233420.0,0.0
unsinged_138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115170.0,0.0
unsinged_139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78870.0,0.0
unsinged_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76400.0,303930.0,0.0
unsinged_140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251520.0,0.0
unsinged_141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68970.0,0.0
unsinged_142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70620.0,0.0
unsinged_143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189640.0,86020.0
unsinged_144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42350.0,0.0
unsinged_145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76400.0,61900.0
unsinged_146,0.0,0.0,0.0,0.0,0.0,0.0,66500.0,0.0,66500.0,0.0
unsinged_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148670.0,0.0
unsinged_148,0.0,0.0,0.0,187000.0,0.0,0.0,0.0,76400.0,76400.0,0.0
unsinged_149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240330.0,204400.0
unsinged_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119020.0,0.0
unsinged_150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64020.0,0.0
unsinged_151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519230.0,0.0
unsinged_152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91170.0,0.0
unsinged_153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179190.0,249160.0,0.0
unsinged_154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138770.0,0.0
unsinged_155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17300.0,0.0
unsinged_156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100110.0,74920.0
unsinged_157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146520.0,0.0
unsinged_158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133320.0,0.0
unsinged_159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48500.0,0.0
unsinged_16,0.0,0.0,0.0,56100.0,0.0,60540.0,535390.0,421910.0,331230.0,223140.0
unsinged_160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,0.0
unsinged_161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321970.0,0.0
unsinged_162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103620.0,103620.0,88120.0
unsinged_163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50160.0,0.0
unsinged_164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31410.0,0.0
unsinged_165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229200.0,0.0
unsinged_166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16150.0,0.0
unsinged_167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27440.0,0.0
unsinged_168,0.0,0.0,0.0,0.0,53000.0,123940.0,120380.0,116820.0,49700.0,49700.0
unsinged_169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384210.0,175320.0
unsinged_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223600.0,0.0
unsinged_170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209590.0,0.0
unsinged_171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49700.0,0.0
unsinged_172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64440.0,0.0
unsinged_173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582890.0,117080.0
unsinged_174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68970.0,0.0
unsinged_175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97750.0,0.0
unsinged_176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172040.0,154590.0
unsinged_177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42740.0,0.0
unsinged_178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245680.0,60720.0
unsinged_179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623040.0,488020.0,0.0
unsinged_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334950.0,0.0
unsinged_180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57220.0,0.0
unsinged_181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76400.0,61900.0,0.0
unsinged_182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141540.0,188700.0
unsinged_183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174460.0,0.0
unsinged_184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82120.0,23120.0
unsinged_185,0.0,0.0,0.0,79200.0,70000.0,78800.0,78800.0,157740.0,201870.0,132470.0
unsinged_186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54500.0,0.0
unsinged_187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20370.0,0.0
unsinged_188,0.0,0.0,0.0,0.0,50600.0,0.0,0.0,0.0,48500.0,0.0
unsinged_189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83110.0,0.0
unsinged_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70620.0,0.0
unsinged_190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204860.0,0.0
unsinged_191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122940.0,0.0
unsinged_192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91930.0,0.0
unsinged_193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91930.0,0.0
unsinged_194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434400.0,0.0
unsinged_195,0.0,0.0,0.0,0.0,0.0,227340.0,153770.0,305600.0,123800.0,0.0
unsinged_196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85320.0,426600.0
unsinged_197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103300.0,0.0
unsinged_198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80070.0,0.0
unsinged_199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70620.0,121290.0,0.0
unsinged_2,0.0,0.0,0.0,0.0,0.0,102500.0,128510.0,0.0,42350.0,0.0
unsinged_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276540.0,276540.0,0.0
unsinged_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67780.0,0.0
unsinged_201,0.0,0.0,0.0,0.0,0.0,0.0,506840.0,0.0,213240.0,0.0
unsinged_202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235070.0,125090.0,151550.0
unsinged_203,0.0,0.0,0.0,0.0,0.0,0.0,83050.0,0.0,67650.0,0.0
unsinged_204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19170.0,0.0
unsinged_205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56760.0,48500.0,0.0
unsinged_206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68970.0,137940.0
unsinged_207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20300.0,0.0
unsinged_208,0.0,0.0,0.0,0.0,0.0,202500.0,99530.0,0.0,119340.0,0.0
unsinged_209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98560.0,197120.0
unsinged_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81350.0,0.0
unsinged_210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63370.0,0.0
unsinged_211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93720.0,86660.0
unsinged_212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407490.0,274780.0
unsinged_213,0.0,0.0,0.0,0.0,0.0,0.0,591055.0,0.0,400400.0,0.0
unsinged_214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157740.0,65470.0,0.0
unsinged_215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498230.0,2216070.0
unsinged_216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070.0,0.0
unsinged_217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,0.0
unsinged_218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9190.0,0.0
unsinged_219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118250.0,0.0
unsinged_22,0.0,0.0,0.0,0.0,51500.0,60540.0,0.0,56760.0,105260.0,97000.0
unsinged_220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20370.0,0.0
unsinged_221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137940.0,78270.0
unsinged_222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308180.0,192890.0
unsinged_223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61600.0,0.0
unsinged_224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55870.0,0.0
unsinged_225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59820.0,0.0
unsinged_226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109080.0,0.0
unsinged_227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61470.0,0.0
unsinged_228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42510.0,0.0
unsinged_229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70620.0,60020.0,0.0
unsinged_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978790.0,785580.0,303600.0
unsinged_230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156980.0,164350.0
unsinged_231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177600.0,0.0
unsinged_232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100170.0,0.0
unsinged_233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332000.0,0.0
unsinged_234,0.0,0.0,0.0,0.0,0.0,0.0,443540.0,0.0,194200.0,0.0
unsinged_235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82030.0,0.0
unsinged_236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58810.0,0.0
unsinged_237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119320.0,0.0
unsinged_238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86660.0,0.0
unsinged_239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,0.0
unsinged_24,0.0,0.0,0.0,0.0,0.0,0.0,96460.0,0.0,119020.0,91620.0
unsinged_240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119750.0,57850.0
unsinged_241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89760.0,0.0
unsinged_242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124540.0,124540.0
unsinged_243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67800.0,0.0
unsinged_244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131450.0,240000.0,0.0
unsinged_245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218910.0,148100.0
unsinged_246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61900.0,0.0
unsinged_247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98600.0,0.0
unsinged_248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29560.0,0.0
unsinged_249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48500.0,0.0
unsinged_25,0.0,0.0,0.0,0.0,0.0,0.0,58410.0,58410.0,71450.0,0.0
unsinged_250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9340.0,0.0
unsinged_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61900.0,0.0
unsinged_252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343200.0,86660.0,0.0
unsinged_253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11010.0,11010.0
unsinged_254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118250.0,0.0
unsinged_255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93800.0,0.0
unsinged_256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165620.0,0.0
unsinged_257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118250.0,0.0
unsinged_258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32220.0,0.0
unsinged_259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351830.0,32220.0
unsinged_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563000.0,658750.0,354750.0
unsinged_260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58810.0,0.0
unsinged_261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91620.0,0.0
unsinged_262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54500.0,0.0
unsinged_263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78990.0,0.0
unsinged_264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64000.0,0.0
unsinged_265,0.0,0.0,0.0,0.0,0.0,0.0,533180.0,0.0,67800.0,0.0
unsinged_266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070.0,0.0
unsinged_267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172000.0,0.0
unsinged_268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119750.0,0.0
unsinged_269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93720.0,0.0
unsinged_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132500.0,0.0
unsinged_270,0.0,0.0,0.0,0.0,0.0,0.0,93720.0,0.0,91620.0,91620.0
unsinged_271,0.0,0.0,0.0,0.0,0.0,73850.0,71450.0,145370.0,119750.0,0.0
unsinged_272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67320.0,57220.0,0.0
unsinged_273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61900.0,0.0
unsinged_274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23120.0,0.0
unsinged_275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291240.0,0.0
unsinged_276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138670.0,223800.0
unsinged_277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67800.0,0.0
unsinged_278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63410.0,0.0
unsinged_279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118250.0,0.0
unsinged_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454670.0,0.0
unsinged_280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61600.0,184800.0
unsinged_281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236610.0,63070.0,124540.0
unsinged_282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89800.0,0.0
unsinged_283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315770.0,0.0
unsinged_284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75820.0,0.0
unsinged_285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19910.0,0.0
unsinged_286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83660.0,0.0
unsinged_287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137670.0,143690.0
unsinged_288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17300.0,0.0
unsinged_289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0
unsinged_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185900.0,0.0
unsinged_290,0.0,0.0,0.0,0.0,0.0,0.0,978280.0,0.0,519140.0,0.0
unsinged_291,0.0,0.0,0.0,0.0,0.0,0.0,96460.0,0.0,91620.0,0.0
unsinged_292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54500.0,0.0
unsinged_293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112490.0,0.0
unsinged_294,0.0,0.0,0.0,0.0,0.0,151220.0,0.0,0.0,57850.0,0.0
unsinged_295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93990.0,71220.0,0.0
unsinged_296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134560.0,0.0
unsinged_297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46310.0,113300.0
unsinged_298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9810.0,0.0
unsinged_299,0.0,0.0,0.0,0.0,0.0,0.0,69400.0,0.0,59670.0,0.0
unsinged_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68970.0,0.0
unsinged_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600760.0,0.0
unsinged_300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71220.0,0.0
unsinged_301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,0.0
unsinged_302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11010.0,0.0
unsinged_303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107970.0,0.0
unsinged_304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119750.0
unsinged_305,0.0,0.0,0.0,0.0,0.0,0.0,151470.0,151470.0,0.0,118170.0
unsinged_306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184140.0,0.0,74920.0
unsinged_307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58810.0
unsinged_308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160820.0
unsinged_309,0.0,0.0,0.0,90340.0,0.0,41500.0,104980.0,0.0,0.0,41580.0
unsinged_31,0.0,0.0,0.0,0.0,224000.0,412100.0,369680.0,498300.0,146460.0,0.0
unsinged_310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214210.0
unsinged_311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157740.0,0.0,97920.0
unsinged_312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282230.0
unsinged_313,0.0,0.0,0.0,0.0,150700.0,0.0,42720.0,0.0,0.0,61470.0
unsinged_314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91270.0
unsinged_315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65640.0
unsinged_316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111740.0
unsinged_317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86020.0
unsinged_318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159610.0
unsinged_319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77830.0
unsinged_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96050.0,68530.0,67650.0
unsinged_320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59670.0
unsinged_321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0
unsinged_322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150480.0
unsinged_323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174040.0
unsinged_324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48500.0
unsinged_325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18600.0
unsinged_326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59670.0
unsinged_327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145500.0
unsinged_328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46310.0
unsinged_329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60900.0
unsinged_33,0.0,0.0,0.0,0.0,0.0,0.0,326560.0,657270.0,628070.0,313170.0
unsinged_330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61900.0
unsinged_331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74920.0
unsinged_332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070.0
unsinged_333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61470.0
unsinged_334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193840.0
unsinged_335,0.0,0.0,0.0,0.0,0.0,0.0,304260.0,103620.0,0.0,475830.0
unsinged_336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74600.0
unsinged_337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18900.0
unsinged_338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74600.0
unsinged_339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87120.0,0.0,74920.0
unsinged_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87120.0,0.0
unsinged_340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48500.0
unsinged_341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226600.0
unsinged_342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570660.0
unsinged_343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57220.0
unsinged_344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18400.0
unsinged_345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61470.0
unsinged_346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71450.0,0.0,57850.0
unsinged_347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127690.0
unsinged_348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74200.0
unsinged_349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281160.0,0.0,79620.0
unsinged_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29320.0,0.0
unsinged_350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209570.0
unsinged_351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118170.0
unsinged_352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98600.0
unsinged_353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26700.0
unsinged_354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301140.0
unsinged_355,0.0,0.0,0.0,231100.0,214940.0,318500.0,112900.0,0.0,0.0,107970.0
unsinged_356,0.0,0.0,0.0,0.0,0.0,0.0,104600.0,0.0,0.0,99350.0
unsinged_357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55870.0
unsinged_358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74920.0
unsinged_359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123800.0
unsinged_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87120.0,0.0
