,주문자ID,상품구매금액,나이,성별,유입경로,유입기기,사업자구분,회원구분,가입-최종주문기간,AgeGroup,region
1332,cp990480,115650,47,남자,잡지광고,PC,사업자,일반,0,45-49,충청남도
1333,cpark13,57220,46,남자,SNS광고,모바일,개인,일반,0,45-49,세종특별자치시
1334,cple0107,4766500,40,여자,인터넷기사광고,PC,사업자,사업자,406,40-44,서울특별시
1335,cptm1234,78970,44,남자,인터넷검색,모바일,사업자,일반,5,40-44,경상남도
1336,craftbros,67320,44,남자,전단지광고,PC,사업자,사업자,0,40-44,세종특별자치시
1337,cream1512,131160,42,남자,SNS광고,모바일,사업자,사업자,122,40-44,서울특별시
1338,crstn0413,222500,48,남자,전단지광고,모바일,개인,일반,0,45-49,경상남도
1339,cruxf014,126140,42,남자,전단지광고,모바일,사업자,사업자,74,40-44,경기도
1340,csh3588,103300,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
1341,cshcsa,150050,42,남자,기타,모바일,사업자,사업자,181,40-44,경기도
1342,cssac,50570,42,남자,블로그광고,PC,사업자,사업자(수신거부),0,40-44,경상북도
1343,csy2011,1318840,69,남자,신문광고,PC,사업자,사업자,172,65-69,서울특별시
1344,ct7300,51700,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
1345,cto9818,1736640,30,남자,잡지광고,모바일,사업자,사업자,366,30-34,전라남도
1346,cucumber78,155400,45,남자,기타,모바일,사업자,사업자,0,45-49,대구광역시
1347,cuine,125090,43,남자,전단지광고,모바일,사업자,일반,10,40-44,서울특별시
1348,curry007,542300,47,남자,인터넷검색,모바일,개인,일반,157,45-49,경기도
1349,cute1093,66670,41,남자,인터넷기사광고,PC,사업자,사업자,79,40-44,광주광역시
1350,cwm13501,53900,45,남자,잡지광고,PC,사업자,사업자,11,45-49,인천광역시
1351,cws1097,88520,48,남자,블로그광고,모바일,개인,일반,0,45-49,서울특별시
1352,cy6068,1185780,23,여자,카카오톡광고,모바일,사업자,사업자,116,20-24,인천광역시
1353,cy606800,99660,45,남자,인터넷검색,모바일,사업자,사업자,0,45-49,인천광역시
1354,cyan0710,86790,45,남자,인터넷검색,PC,사업자,사업자,27,45-49,강원도
1355,cyeonseo,93720,40,여자,전단지광고,PC,개인,일반,1,40-44,광주광역시
1356,cygil3288,81520,44,남자,전단지광고,PC,사업자,사업자,0,40-44,경기도
1357,cyhs0328,163110,33,남자,인터넷검색,PC,사업자,사업자,15,30-34,경기도
1358,cylcys,88520,48,남자,블로그광고,PC,개인,일반,0,45-49,인천광역시
1359,cyo760828,226600,44,남자,전단지광고,모바일,사업자,사업자,180,40-44,전라남도
1360,cyslovep,2390360,40,남자,전단지광고,PC,개인,일반,185,40-44,전라북도
1361,dadam,207440,48,남자,블로그광고,PC,개인,일반,0,45-49,대구광역시
1362,dadamtteul,309660,48,남자,블로그광고,PC,사업자,사업자,0,45-49,대구광역시
1363,daeduk,434770,49,남자,블로그광고,모바일,사업자,사업자,413,45-49,부산광역시
1364,daega3,104000,44,남자,블로그광고,PC,사업자,사업자,0,40-44,부산광역시
1365,daemyeong,283640,47,남자,잡지광고,모바일,사업자,사업자,0,45-49,경기도
1366,daetteul7214,652220,33,남자,인터넷검색,PC,사업자,사업자,163,30-34,광주광역시
1367,dahamggea12,123700,46,남자,인터넷검색,PC,개인,일반,240,45-49,경기도
1368,dain4430,450270,30,남자,전단지광고,모바일,사업자,일반,45,30-34,세종특별자치시
1369,danbi531,25200,60,남자,인터넷기사광고,PC,개인,일반,247,60-64,경기도
1370,dancerkim73,70560,47,여자,SNS광고,모바일,사업자,사업자,44,45-49,충청북도
1371,dannazzang,627560,39,남자,유튜브광고,PC,사업자,사업자,44,35-39,경상북도
1372,daonpork,772550,39,여자,잡지광고,모바일,사업자,사업자,184,35-39,경상남도
1373,daria12,1830050,30,남자,이메일광고,PC,사업자,사업자,501,30-34,충청북도
1374,dasom4698,573030,38,남자,전단지광고,PC,개인,일반,114,35-39,부산광역시
1375,daum8514,541510,45,남자,블로그광고,PC,사업자,사업자,273,45-49,경상북도
1376,day13579,310370,48,남자,블로그광고,모바일,사업자,사업자,0,45-49,부산광역시
1377,dbap8994,363500,46,남자,전단지광고,PC,사업자,사업자,0,45-49,부산광역시
1378,dbgndls54,110880,41,남자,인터넷기사광고,PC,개인,사업자,10,40-44,경상남도
1379,dbs3648,474170,29,여자,인터넷검색,PC,사업자,사업자,152,25-29,대전광역시
1380,dbsal911,607760,29,여자,카카오톡광고,모바일,사업자,사업자,41,25-29,경기도
1381,dckim57,55870,45,남자,전단지광고,모바일,사업자,사업자,139,45-49,전라북도
1382,dd4761,150320,41,남자,전단지광고,PC,개인,일반,0,40-44,경상북도
1383,ddoogi,133510,43,남자,지인추천,PC,사업자,일반,2,40-44,경기도
1384,ddungsjung,168770,46,남자,블로그광고,PC,사업자,사업자,0,45-49,인천광역시
1385,ddy99031,185740,47,남자,전단지광고,모바일,사업자,일반,0,45-49,대전광역시
1386,deadand,402900,37,남자,신문광고,PC,사업자,사업자,88,35-39,대구광역시
1387,dear2104,95890,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도
1388,deasung8424,147850,47,남자,지인추천,모바일,개인,일반,0,45-49,충청남도
1389,dew0935,331770,35,남자,잡지광고,모바일,사업자,사업자,248,35-39,충청남도
1390,dew7007,292830,40,남자,전단지광고,모바일,사업자,VIP,0,40-44,경상남도
1391,dfac0982,1595110,27,남자,기타,PC,사업자,사업자,42,25-29,부산광역시
1392,dh1103,63070,44,남자,전단지광고,PC,사업자,사업자,0,40-44,부산광역시
1393,dhaudtn7,2852590,46,남자,잡지광고,PC,사업자,사업자,411,45-49,전라북도
1394,dhfl1017,132500,46,남자,전단지광고,PC,사업자,사업자,0,45-49,부산광역시
1395,dhjekd,7720160,52,남자,블로그광고,모바일,사업자,사업자,711,50-54,대전광역시
1396,dhkdths,37380,47,남자,전단지광고,모바일,사업자,일반,0,45-49,충청남도
1397,dhlrud66,240400,48,남자,블로그광고,모바일,개인,일반,3,45-49,서울특별시
1398,dhoi1676,96920,46,남자,전단지광고,모바일,개인,일반,0,45-49,경기도
1399,dhrghk0107,74800,44,남자,블로그광고,PC,사업자,사업자,24,40-44,서울특별시
1400,dhrghk3930,176240,42,남자,잡지광고,모바일,사업자,사업자,382,40-44,전라북도
1401,dicaya2440,99350,44,남자,블로그광고,PC,사업자,사업자,0,40-44,부산광역시
1402,didgh5112,800590,48,남자,블로그광고,PC,사업자,사업자,325,45-49,경상남도
1403,didgoaks,852070,40,남자,기타,모바일,개인,일반,447,40-44,부산광역시
1404,didtjsgh12,146520,45,남자,잡지광고,PC,사업자,사업자,0,45-49,전라북도
1405,didwkrkd7759,4969640,35,남자,전단지광고,PC,사업자,사업자,184,35-39,전라북도
1406,didxpwns,1173630,41,남자,인터넷검색,PC,사업자,사업자,228,40-44,서울특별시
1407,dieseltuna,152940,45,남자,블로그광고,PC,사업자,사업자,0,45-49,서울특별시
1408,dilee010,114610,43,남자,잡지광고,모바일,사업자,사업자,45,40-44,경기도
1409,dingding000,1527770,23,여자,지인추천,모바일,사업자,사업자,276,20-24,경기도
1410,diningsen,286670,36,남자,카카오톡광고,모바일,사업자,사업자,216,35-39,경상남도
1411,ditm7,1564280,29,남자,지인추천,PC,사업자,사업자,123,25-29,대구광역시
1412,djflzjem12,124730,45,남자,잡지광고,모바일,사업자,사업자,115,45-49,서울특별시
1413,djmoon79,38390,44,남자,인터넷검색,PC,사업자,사업자,0,40-44,서울특별시
1414,dkajfldi,171900,36,여자,잡지광고,모바일,개인,일반,58,35-39,경상북도
1415,dkclagkvna,437130,40,남자,잡지광고,모바일,사업자,사업자,357,40-44,경기도
1416,dkek6666,79200,47,남자,SNS광고,모바일,개인,일반,0,45-49,충청북도
1417,dkfldpdy,11660,43,남자,전단지광고,모바일,개인,일반,0,40-44,부산광역시
1418,dkfm1022,94020,44,남자,블로그광고,PC,사업자,사업자,0,40-44,경기도
1419,dkny1972,296000,46,남자,전단지광고,모바일,사업자,일반,19,45-49,강원도
1420,dknyusa7,70620,44,남자,전단지광고,PC,사업자,사업자,0,40-44,서울특별시
1421,dkrl6466,206000,42,남자,잡지광고,모바일,사업자,사업자,181,40-44,강원도
1422,dksxogk72,6960825,40,여자,전단지광고,PC,사업자,사업자,191,40-44,전라북도
1423,dla002472,332800,42,남자,블로그광고,PC,개인,일반,272,40-44,전라남도
1424,dlalsghrj,177770,45,남자,잡지광고,PC,사업자,사업자,12,45-49,충청북도
1425,dlalswo7877,669770,40,남자,인터넷검색,모바일,사업자,사업자,73,40-44,서울특별시
1426,dlarhkdtjd77,148960,43,남자,블로그광고,PC,개인,일반,0,40-44,경기도
1427,dlatpwnd,278660,45,남자,전단지광고,모바일,사업자,사업자,1,45-49,경상북도
1428,dlaudwo123,1394780,40,남자,인터넷검색,PC,개인,일반,294,40-44,충청남도
1429,dlfqjswl,1371950,32,남자,기타,모바일,사업자,사업자,494,30-34,강원도
1430,dlghktn77,293410,43,남자,인터넷검색,PC,사업자,사업자,45,40-44,경기도
1431,dlqudwo1004,3591450,50,남자,블로그광고,PC,사업자,사업자,267,50-54,광주광역시
1432,dlrudgh34,3439600,21,남자,카카오톡광고,모바일,개인,일반,174,20-24,전라북도
1433,dlstjd2476,3537370,40,여자,인터넷검색,모바일,사업자,사업자,219,40-44,부산광역시
1434,dmlrbs22,60540,44,남자,인터넷검색,모바일,사업자,사업자,0,40-44,경기도
1435,dms0505,117300,45,남자,잡지광고,모바일,사업자,사업자,7,45-49,경상북도
1436,dmsdud2171,99350,47,남자,인터넷검색,모바일,개인,일반,0,45-49,경기도
1437,dmsdud6015,149970,43,남자,블로그광고,PC,사업자,사업자,38,40-44,대구광역시
1438,dmswn9020,142710,40,남자,인터넷기사광고,PC,사업자,사업자,157,40-44,전라북도
1439,dnfoddl,642080,23,여자,잡지광고,모바일,사업자,사업자,141,20-24,인천광역시
1440,dnjfem200,192500,46,남자,기타,PC,사업자,사업자,2,45-49,경상남도
1441,dnjsgur0110,192400,81,남자,전단지광고,모바일,사업자,사업자,0,80-84,강원도
1442,doc89,277400,49,남자,블로그광고,PC,사업자,사업자,133,45-49,경상남도
1443,doctorlee,788890,60,남자,인터넷기사광고,PC,사업자,사업자,278,60-64,경상남도
1444,doddhddnd,207600,26,여자,카카오톡광고,모바일,사업자,사업자,28,25-29,부산광역시
1445,dodlsi,257400,46,남자,기타,PC,사업자,사업자,21,45-49,경기도
1446,dog6761,243130,48,남자,블로그광고,모바일,개인,일반,0,45-49,경기도
1447,doggysong,3362690,44,남자,블로그광고,PC,사업자,사업자,443,40-44,대전광역시
1448,doinjang0529,743160,53,남자,기타,PC,사업자,사업자,153,50-54,인천광역시
1449,dojaehyuk,5986030,22,남자,카카오톡광고,모바일,사업자,사업자,162,20-24,대구광역시
1450,dojs32,6862335,40,여자,인터넷기사광고,PC,사업자,사업자,298,40-44,경상북도
1451,dokyo0125,4311150,40,남자,전단지광고,PC,사업자,사업자,321,40-44,경상남도
1452,dolobox,184140,44,남자,인터넷검색,PC,사업자,사업자,67,40-44,서울특별시
1453,don300,444070,27,여자,이메일광고,PC,사업자,사업자,311,25-29,서울특별시
1454,donald44,119750,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,부산광역시
1455,dong6973,2937860,40,남자,기타,PC,사업자,사업자,354,40-44,부산광역시
1456,donggon2,1610960,63,남자,전단지광고,모바일,사업자,사업자,124,60-64,경상남도
1457,doniya,145510,45,남자,잡지광고,PC,사업자,사업자,15,45-49,인천광역시
1458,donkorea,132030,47,남자,잡지광고,모바일,개인,일반,0,45-49,서울특별시
1459,dontoriya,399280,41,남자,인터넷검색,PC,사업자,사업자,41,40-44,광주광역시
1460,dookki1228,66920,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상남도
1461,doolykong,423610,44,남자,잡지광고,PC,개인,일반,45,40-44,부산광역시
1462,doryjjimdak,779790,30,여자,인터넷검색,PC,사업자,사업자,135,30-34,경기도
1463,dosugi,165450,47,남자,블로그광고,PC,개인,일반,306,45-49,인천광역시
1464,dragon5012,52950,47,남자,블로그광고,PC,개인,일반,0,45-49,서울특별시
1465,driving4,81400,44,남자,SNS광고,모바일,개인,사업자,0,40-44,대구광역시
1466,ds0702,68970,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,강원도
1467,dsa767,118850,47,남자,SNS광고,모바일,개인,일반,1,45-49,경기도
1468,dtstory,270270,47,남자,인터넷검색,모바일,사업자,사업자,0,45-49,서울특별시
1469,duck7598,548430,40,남자,잡지광고,모바일,사업자,사업자,213,40-44,대전광역시
1470,duckfood5295,90280,45,남자,지인추천,PC,개인,사업자,28,45-49,경기도
1471,duddnsp123,136400,42,남자,잡지광고,모바일,사업자,사업자,22,40-44,인천광역시
1472,dudehwwkd,1265200,65,남자,인터넷기사광고,PC,개인,사업자,404,65-69,부산광역시
1473,dudgus1203,436900,51,남자,잡지광고,PC,사업자,사업자,0,50-54,인천광역시
1474,dudtka2sys,327720,45,남자,지인추천,PC,사업자,사업자,93,45-49,대전광역시
1475,dukezzz,794190,24,남자,카카오톡광고,모바일,사업자,사업자,239,20-24,경상남도
1476,dumaekong,540060,40,여자,인터넷검색,PC,사업자,사업자,215,40-44,전라북도
1477,duruzoon70,1993330,40,남자,인터넷기사광고,PC,사업자,사업자,730,40-44,경상북도
1478,dyddkstk,217400,48,남자,블로그광고,모바일,개인,일반,0,45-49,경상북도
1479,dydwh80,241400,41,남자,인터넷기사광고,PC,개인,일반,204,40-44,서울특별시
1480,dydwls5050,368300,40,남자,인터넷검색,모바일,사업자,사업자,150,40-44,부산광역시
1481,dyskeks,244640,46,남자,잡지광고,모바일,사업자,사업자,0,45-49,인천광역시
1482,earth67,172760,47,남자,인터넷검색,모바일,개인,일반,0,45-49,세종특별자치시
1483,ebiga7364,61900,45,남자,전단지광고,모바일,사업자,사업자,0,45-49,경기도
1484,ec3101,71450,36,남자,전단지광고,모바일,사업자,사업자,76,35-39,전라북도
1485,eddy3788,267280,40,남자,전단지광고,모바일,사업자,사업자,183,40-44,경상남도
1486,eem5531,362670,30,남자,기타,모바일,사업자,사업자,110,30-34,부산광역시
1487,eezyong,121720,47,남자,지인추천,모바일,사업자,일반,0,45-49,부산광역시
1488,egg7676,132500,45,남자,기타,모바일,사업자,사업자,0,45-49,강원도
1489,egg7878,613770,28,여자,카카오톡광고,모바일,개인,일반,143,25-29,인천광역시
1490,ehdaudzkcm,124080,26,남자,지인추천,모바일,사업자,사업자,60,25-29,대구광역시
1491,ehdwksang,339400,52,남자,잡지광고,PC,사업자,사업자,39,50-54,전라남도
1492,ehfdl1108,73000,44,남자,블로그광고,PC,사업자,사업자,0,40-44,대전광역시
1493,ehfl0153,174900,44,남자,잡지광고,PC,사업자,사업자,23,40-44,전라남도
1494,ejakman,76400,44,남자,잡지광고,모바일,사업자,사업자,0,40-44,인천광역시
1495,ekaldksl,73850,44,남자,인터넷검색,모바일,사업자,사업자,0,40-44,부산광역시
1496,ekekadk,131000,45,남자,블로그광고,PC,사업자,사업자,0,45-49,인천광역시
1497,emme4777,1285060,53,남자,잡지광고,PC,사업자,사업자,484,50-54,전라북도
1498,end1443589,78410,47,남자,지인추천,모바일,개인,일반,0,45-49,울산광역시
1499,end44,1574910,24,남자,이메일광고,PC,사업자,사업자,391,20-24,울산광역시
1500,endgus87,637730,45,남자,잡지광고,모바일,사업자,사업자,62,45-49,경기도
1501,entpdns67,549190,47,남자,전단지광고,PC,사업자,사업자,18,45-49,대구광역시
1502,entry7882,276830,28,남자,지인추천,PC,개인,일반,64,25-29,서울특별시
1503,enya11,427200,38,남자,SNS광고,모바일,개인,일반,64,35-39,충청북도
1504,eoktae,173740,40,남자,지인추천,PC,사업자,특별회원,2,40-44,세종특별자치시
1505,eolkal,2090370,40,여자,기타,PC,사업자,딜러 유치 회원,286,40-44,부산광역시
1506,eorndurh,94600,48,남자,블로그광고,모바일,개인,일반,0,45-49,대구광역시
1507,epuro,116820,45,남자,전단지광고,모바일,사업자,사업자,0,45-49,부산광역시
1508,esc000,119590,46,남자,전단지광고,PC,사업자,일반,0,45-49,경기도
1509,esca25,1683040,40,여자,잡지광고,PC,개인,일반,354,40-44,인천광역시
1510,ester68,129300,43,남자,잡지광고,모바일,사업자,사업자,67,40-44,부산광역시
1511,etalcjb,1904920,40,여자,SNS광고,모바일,사업자,사업자,368,40-44,울산광역시
1512,eum0410,119020,45,남자,인터넷검색,PC,사업자,사업자,0,45-49,경기도
1513,eun8966,1955430,23,여자,전단지광고,PC,사업자,사업자,219,20-24,강원도
1514,eunjo5525,542270,32,남자,전단지광고,PC,사업자,사업자,164,30-34,충청남도
1515,eunjoogod,84730,50,여자,블로그광고,PC,개인,사업자,0,50-54,인천광역시
1516,eunju0913,53000,54,여자,블로그광고,PC,개인,일반,0,50-54,경기도
1517,eunkyong86,276350,42,남자,블로그광고,PC,개인,사업자,171,40-44,경상남도
1518,eviankim,129400,44,남자,인터넷검색,모바일,개인,일반,15,40-44,경기도
1519,evita70,52800,47,여자,블로그광고,PC,개인,일반,0,45-49,경기도
1520,exit777,113520,44,남자,인터넷검색,모바일,사업자,사업자,0,40-44,부산광역시
1521,eyyw1205,82990,42,남자,전단지광고,PC,사업자,일반,16,40-44,서울특별시
1522,f7f3f1f6,521260,22,남자,이메일광고,PC,사업자,사업자,233,20-24,울산광역시
1523,fa1708,68970,44,남자,잡지광고,모바일,사업자,사업자,0,40-44,부산광역시
1524,family2018,90140,41,남자,전단지광고,PC,사업자,사업자,128,40-44,경상북도
1525,fbbnet,87410,46,남자,SNS광고,모바일,개인,일반,0,45-49,대구광역시
1526,fbdmstj12,73200,25,여자,이메일광고,PC,사업자,사업자,0,25-29,충청남도
1527,fbrkgml98,44000,47,남자,SNS광고,모바일,개인,일반,0,45-49,부산광역시
1528,fhak0127,128240,41,남자,인터넷기사광고,PC,개인,사업자,127,40-44,전라남도
1529,figgy88,295720,38,남자,SNS광고,모바일,사업자,사업자,296,35-39,서울특별시
1530,final479,1574020,73,남자,잡지광고,PC,사업자,사업자,307,70-74,경기도
1531,firebit,104600,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,대전광역시
1532,firewater2,70620,45,남자,전단지광고,PC,개인,일반,0,45-49,인천광역시
1533,fish3337,132500,33,남자,카카오톡광고,모바일,개인,일반,0,30-34,강원도
1534,fishun20,220740,40,남자,기타,모바일,사업자,사업자,297,40-44,서울특별시
1535,fk1690,737350,34,여자,잡지광고,PC,사업자,사업자,378,30-34,경기도
1536,fkvkdpf1974,220740,41,남자,전단지광고,모바일,사업자,사업자,209,40-44,울산광역시
1537,flamesim,256430,30,여자,전단지광고,모바일,사업자,사업자,8,30-34,부산광역시
1538,flower213,29040,49,여자,블로그광고,모바일,개인,일반,0,45-49,경상남도
1539,flower4494,129200,38,남자,SNS광고,모바일,사업자,사업자,60,35-39,광주광역시
1540,flut1016,135560,61,남자,인터넷기사광고,PC,사업자,사업자,0,60-64,경기도
1541,food1128,1895230,24,여자,잡지광고,모바일,사업자,사업자,400,20-24,경상북도
1542,for577,994280,36,남자,지인추천,모바일,사업자,사업자,148,35-39,경기도
1543,fourdari,27440,44,남자,전단지광고,PC,사업자,사업자,0,40-44,경기도
1544,fourlangsun,925680,40,남자,인터넷검색,모바일,사업자,사업자,178,40-44,경상북도
1545,freewilly0,94020,48,남자,블로그광고,모바일,개인,일반,1,45-49,부산광역시
1546,freeze199912,4789990,40,남자,인터넷기사광고,PC,개인,일반,351,40-44,대구광역시
1547,friends9900,77220,47,남자,인터넷검색,PC,개인,일반,0,45-49,대구광역시
1548,fromme105,457300,35,남자,카카오톡광고,모바일,개인,일반,178,35-39,대구광역시
1549,fsml8258,170940,48,남자,잡지광고,PC,개인,일반,0,45-49,강원도
1550,ftc22,1399900,38,여자,SNS광고,모바일,개인,일반,476,35-39,경기도
1551,funkmack,342630,49,남자,잡지광고,PC,사업자,사업자,0,45-49,부산광역시
1552,funtime17,74000,45,남자,기타,모바일,사업자,사업자,0,45-49,서울특별시
1553,ga3116,119020,44,남자,인터넷검색,PC,사업자,사업자,0,40-44,울산광역시
1554,gag114,1163940,41,남자,전단지광고,모바일,사업자,사업자,266,40-44,경상북도
1555,gaichka69,493770,44,남자,전단지광고,PC,개인,일반,34,40-44,충청남도
1556,galbihouse0706,4543400,40,남자,기타,PC,사업자,사업자,327,40-44,경기도
1557,gallardo007,327880,47,남자,지인추천,PC,사업자,일반,0,45-49,경상남도
1558,ganmin2,79200,44,남자,잡지광고,모바일,사업자,사업자,0,40-44,전라남도
1559,gaon,154300,63,남자,인터넷기사광고,모바일,사업자,사업자,0,60-64,경상남도
1560,gapthing2,3126910,40,남자,지인추천,모바일,사업자,딜러 유치 회원,330,40-44,경기도
1561,gate9977,103500,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,경상남도
1562,gaterbo,235450,42,남자,전단지광고,PC,사업자,사업자,58,40-44,경기도
1563,gayaemom,2510370,28,남자,전단지광고,모바일,사업자,사업자,118,25-29,서울특별시
1564,gentlemin8387,122390,30,남자,지인추천,모바일,사업자,딜러 유치 회원,14,30-34,울산광역시
1565,gersai,2282840,40,여자,전단지광고,PC,사업자,사업자,127,40-44,서울특별시
1566,get201cs,347850,32,남자,전단지광고,PC,사업자,사업자,152,30-34,대구광역시
1567,geunwa,389400,48,남자,잡지광고,모바일,사업자,사업자,110,45-49,경상남도
1568,ggam0503,1411430,36,남자,카카오톡광고,모바일,개인,사업자,505,35-39,경상남도
1569,ggang1343,482690,50,남자,전단지광고,PC,사업자,사업자,0,50-54,충청북도
1570,ggd1031,69780,44,남자,지인추천,PC,사업자,사업자,0,40-44,서울특별시
1571,ggini,79900,44,남자,SNS광고,모바일,사업자,사업자,0,40-44,세종특별자치시
1572,ggoring74,78650,44,남자,SNS광고,모바일,사업자,사업자,0,40-44,서울특별시
1573,ghghgh122929,57850,45,남자,기타,모바일,사업자,사업자,412,45-49,경상북도
1574,ghjkl3546,182390,44,남자,SNS광고,모바일,개인,일반,22,40-44,대구광역시
1575,ghkdwp001,723370,35,남자,기타,PC,사업자,사업자,120,35-39,경기도
1576,ghlwjd5408,263400,43,남자,SNS광고,모바일,사업자,사업자,11,40-44,충청남도
1577,ghrltlathsu,290550,52,남자,블로그광고,PC,사업자,사업자(수신거부),150,50-54,대전광역시
1578,gibson100,1307420,40,여자,잡지광고,PC,개인,일반,368,40-44,인천광역시
1579,gidxh,84700,44,남자,잡지광고,PC,사업자,사업자,0,40-44,서울특별시
1580,giganote,354070,24,여자,전단지광고,PC,사업자,사업자,92,20-24,부산광역시
1581,gige0807,99400,41,남자,지인추천,모바일,사업자,사업자,69,40-44,충청남도
1582,gihei88,82170,45,남자,인터넷검색,PC,개인,일반,0,45-49,대전광역시
1583,gimbabnala,1771160,40,남자,전단지광고,PC,사업자,사업자,310,40-44,전라남도
1584,girl2ra9,236010,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,경기도
1585,gjhj2915,247800,31,남자,지인추천,모바일,사업자,사업자,51,30-34,충청북도
1586,gjlee5602,236800,47,남자,기타,PC,사업자,사업자,0,45-49,광주광역시
1587,gkdus9292,455120,49,남자,잡지광고,PC,개인,일반,145,45-49,인천광역시
1588,gkfntkfdl10,247260,42,남자,전단지광고,PC,개인,일반,14,40-44,부산광역시
1589,gkrud8080,99350,45,남자,잡지광고,PC,사업자,사업자,0,45-49,서울특별시
1590,gksfud1,57490,36,남자,이메일광고,PC,사업자,사업자,57,35-39,충청북도
1591,gksk0122,124330,26,남자,전단지광고,PC,개인,일반,24,25-29,서울특별시
1592,gksrlffh,2066350,28,여자,이메일광고,PC,사업자,사업자,527,25-29,광주광역시
1593,gksrnrgus25,154440,46,남자,잡지광고,PC,사업자,사업자,253,45-49,경기도
1594,gkssksgml,138310,42,남자,잡지광고,모바일,사업자,일반,0,40-44,경기도
1595,gkxm0117,83300,31,여자,이메일광고,PC,사업자,사업자,0,30-34,전라북도
1596,glassyul,1109700,31,남자,카카오톡광고,모바일,개인,일반,196,30-34,전라남도
1597,gloriajun,267390,48,남자,잡지광고,모바일,개인,일반,0,45-49,전라남도
1598,gmk76480,363150,48,남자,블로그광고,모바일,개인,일반,79,45-49,부산광역시
1599,gmltjsl83,63240,44,남자,기타,모바일,사업자,사업자,0,40-44,경기도
1600,gmlyjs,123940,45,남자,잡지광고,모바일,사업자,사업자,8,45-49,전라남도
1601,gms112233,63000,47,남자,SNS광고,모바일,개인,일반,0,45-49,부산광역시
1602,gms1888,408720,49,남자,전단지광고,PC,사업자,일반,11,45-49,경상남도
1603,go02223,78870,44,남자,전단지광고,PC,사업자,사업자,0,40-44,인천광역시
1604,goalrh48,939970,32,남자,카카오톡광고,모바일,개인,일반,346,30-34,전라남도
1605,goalwjd1,118850,45,남자,잡지광고,PC,사업자,사업자,0,45-49,전라남도
1606,godakstp12,67320,44,남자,인터넷검색,모바일,사업자,사업자,0,40-44,서울특별시
1607,godakstp22,4283000,40,남자,지인추천,PC,사업자,특별회원,158,40-44,서울특별시
1608,godlsch,90680,44,남자,잡지광고,PC,사업자,사업자,0,40-44,경상남도
1609,godman7777,155350,47,남자,잡지광고,모바일,사업자,사업자,54,45-49,대구광역시
1610,godnjs0426,719620,40,여자,인터넷검색,PC,사업자,사업자,36,40-44,서울특별시
1611,gofid,242500,54,남자,블로그광고,모바일,사업자,사업자,0,50-54,경기도
1612,gogi6684,583010,40,남자,지인추천,PC,사업자,사업자,70,40-44,광주광역시
1613,gogosen,195320,42,남자,전단지광고,PC,사업자,사업자,98,40-44,경기도
1614,golden7070,179420,45,남자,전단지광고,모바일,사업자,사업자,0,45-49,경상남도
1615,golf47,121080,48,남자,블로그광고,모바일,개인,일반,0,45-49,강원도
1616,golmok6336,63070,47,남자,전단지광고,PC,사업자,일반,0,45-49,부산광역시
1617,gom2658,240250,45,남자,지인추천,PC,사업자,딜러 유치 회원,37,45-49,울산광역시
1618,gomani,955770,47,남자,지인추천,PC,사업자,사업자,517,45-49,경기도
1619,gomgom111,1664760,40,남자,잡지광고,모바일,사업자,사업자,365,40-44,대구광역시
1620,gomtanglife,1464850,26,남자,카카오톡광고,모바일,사업자,사업자,357,25-29,대전광역시
1621,gongbang,198800,45,남자,SNS광고,모바일,사업자,사업자,12,45-49,서울특별시
1622,gongm2001,63900,44,남자,잡지광고,모바일,사업자,사업자,0,40-44,경상북도
1623,goodalc,1006870,39,남자,전단지광고,모바일,사업자,사업자,120,35-39,경상남도
1624,goodplay13,75240,45,남자,지인추천,모바일,개인,일반,61,45-49,부산광역시
1625,goodssy12,185100,48,남자,지인추천,모바일,개인,일반,0,45-49,경상북도
1626,goofy905,73850,47,남자,지인추천,모바일,개인,일반,0,45-49,경상북도
1627,gook70,153840,46,남자,전단지광고,모바일,사업자,일반,0,45-49,광주광역시
1628,gooodfood1211,887130,42,남자,지인추천,PC,개인,일반,49,40-44,경기도
1629,goronan99,86790,47,남자,지인추천,모바일,개인,일반,0,45-49,경기도
1630,gosomi2291,1986750,33,남자,인터넷검색,PC,사업자,사업자,133,30-34,서울특별시
1631,gpdnjs8790,865570,40,남자,기타,모바일,개인,일반,67,40-44,경상남도
1632,gpgb0008,2808790,40,남자,전단지광고,PC,개인,일반,93,40-44,울산광역시
1633,gpmanager,265200,41,남자,기타,PC,사업자,사업자,29,40-44,대전광역시
1634,gptjs9851,102700,47,남자,인터넷검색,모바일,개인,일반,0,45-49,충청남도
1635,greemae,129300,41,남자,잡지광고,모바일,사업자,사업자,42,40-44,서울특별시
1636,green2t,649220,40,남자,지인추천,PC,개인,일반,15,40-44,경상북도
1637,green3599,2131590,23,남자,기타,PC,사업자,사업자,349,20-24,경기도
